0.037780, -0.383883, -0.243697, 0.049872, -0.074885, -0.995938, 0.003671, 
0.050000, -0.612510, -0.049992, -0.499991, 0.499991, 0.500004, 0.500014, 
0.580827, -0.233529, 0.045807, -0.742314, 0.150790, 0.628071, 0.178211, 
0.580828, -0.233520, 0.045807, -0.742315, 0.150785, 0.628073, 0.178206, 
0.580828, -0.233520, 0.045807, -0.742315, 0.150785, 0.628073, 0.178206, 
0.580828, -0.233520, 0.045807, -0.742315, 0.150784, 0.628073, 0.178206, 
0.580828, -0.233521, 0.045807, -0.742315, 0.150784, 0.628072, 0.178206, 
0.350055, -0.137416, -0.000037, 0.499984, 0.499693, -0.499951, 0.500372, 
0.350057, -0.137417, -0.000035, 0.499997, 0.499690, -0.499949, 0.500364, 
0.350057, -0.137417, -0.000035, 0.499997, 0.499690, -0.499949, 0.500364, 
0.350065, -0.137420, -0.000035, 0.500043, 0.499658, -0.499959, 0.500340, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500349, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500349, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500349, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500349, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500349, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000036, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037, 0.500029, 0.499660, -0.499961, 0.500350, 
0.350062, -0.137419, -0.000037